DATE,WILL5000INDFC
5/24/2021,208.24
5/25/2021,207.64
5/26/2021,208.61
5/27/2021,209.17
5/28/2021,209.31
5/31/2021,209.31
6/1/2021,209.55
6/2/2021,209.91
6/3/2021,208.82
6/4/2021,210.66
6/7/2021,211.04
6/8/2021,211.49
6/9/2021,210.89
6/10/2021,211.78
6/11/2021,212.5
6/14/2021,212.82
6/15/2021,212.16
6/16/2021,211.18
6/17/2021,211.11
6/18/2021,208.5
6/21/2021,211.34
6/22/2021,212.47
6/23/2021,212.46
6/24/2021,213.88
6/25/2021,214.6
6/28/2021,214.94
6/29/2021,214.9
